ma_hoc_sinh,so_thich,ky_nang
SV0454,"vọc Python, chạy bộ Strava, viết blog công nghệ, thiết kế CV cá nhân đẹp, follow fashion tech trends","xây dựng hệ thống an toàn thông tin doanh nghiệp, mã hóa dữ liệu cơ bản, quản lý đơn hàng, ứng dụng trí tuệ nhân tạo trong kinh doanh, phân tích hình ảnh và video trong truyền thông số"
SV0455,"thể thao, học ngoại ngữ mới, xem phim sci-fi, xem livestream hackathon, vẽ digital art","định giá tài sản, tạo dashboard KPI, lập trình Java, làm việc nhóm, triển khai ứng dụng web"
SV0456,"theo dõi các trang TechCrunch, Hacker News, tập vẽ tay, xem video TEDx, sưu tầm đồ công nghệ, vẽ digital art","tạo dashboard KPI, quản lý đổi mới sáng tạo trong doanh nghiệp, viết nội dung marketing, phân tích dữ liệu định lượng, viết báo cáo"
SV0457,"nghe nhạc indie, tìm hiểu Blockchain, chạy thử chatbot, lập kế hoạch học tập, vẽ digital art","xây dựng mô hình ML cơ bản, phát hiện lỗ hổng OWASP, kế toán tài chính doanh nghiệp, tự động hóa quy trình bằng điều khiển thông minh, quản lý logistics và chuỗi cung ứng"
SV0458,"trồng cây mini trong phòng, theo dõi các trang TechCrunch, Hacker News, thử dựng infographic, lập kế hoạch học tập, xây web cá nhân","làm việc với Git, hiểu cấu trúc dữ liệu & giải thuật, phân tích log hệ thống, quản lý đơn hàng, phân tích hành vi du lịch và giải trí"
SV0459,"trồng cây mini trong phòng, thiết kế CV cá nhân đẹp, xem video TEDx, chơi nhạc cụ, vọc Python","quản lý mật khẩu an toàn, quản trị nhân lực hiện đại, phân tích rủi ro tài chính, chạy quảng cáo cơ bản, phân tích hành vi người dùng"
SV0460,"đọc sách self-help, học kỹ năng nói trước đám đông, du lịch, nấu ăn healthy, chia sẻ kiến thức trên LinkedIn","vận hành hệ thống thương mại điện tử, lập kế hoạch thuế và khai thuế, xây dựng mô hình học máy nâng cao, phân tích hình ảnh và video trong truyền thông số, quản lý mật khẩu an toàn"
SV0461,"nghe lo-fi khi code, chia sẻ kiến thức trên LinkedIn, nghe nhạc indie, thiết kế poster, tập gym","quản trị nhân lực hiện đại, triển khai ứng dụng web, phân tích dữ liệu cho kinh doanh, phân tích luật kinh tế và kinh doanh quốc tế, xây dựng hệ thống hỗ trợ ra quyết định"
SV0462,"vẽ tranh, luyện kỹ năng phản biện, làm portfolio online, viết blog cá nhân, thiền và yoga","thiết kế trải nghiệm sự kiện, quản lý logistics và chuỗi cung ứng, xây dựng mô hình ML cơ bản, tích hợp tài chính công nghệ (FinTech), xây dựng hệ thống hỗ trợ ra quyết định"
SV0463,"quay Tiktok chia sẻ kiến thức, xem phim sci-fi, trồng cây mini trong phòng, thiền và yoga, tập vẽ tay","viết báo cáo, quản lý quỹ đầu tư, tư duy phản biện, tạo báo cáo với Power BI, phân tích nghiệp vụ"
SV0464,"vẽ giao diện app, học kỹ năng nói trước đám đông, chơi game mô phỏng (SimCity, Factorio...), viết truyện ngắn, làm đồ handmade","phân tích nghiệp vụ, xây dựng hệ thống an toàn thông tin doanh nghiệp, phân tích hành vi người dùng, quản trị hệ thống Linux, viết tài liệu SRS"
SV0465,"vẽ giao diện app, quay Tiktok chia sẻ kiến thức, chơi game mô phỏng (SimCity, Factorio...), chơi Rubik, viết nhật ký phát triển bản thân","thực hành CTF cơ bản, viết báo cáo, thiết kế trải nghiệm sự kiện, vẽ quy trình BPMN, lập trình Java"
SV0466,"chạy bộ Strava, chơi Rubik, quay Tiktok chia sẻ kiến thức, tìm hiểu AI, cắm trại","vẽ biểu đồ với Matplotlib, kiểm thử bảo mật, hiểu cấu trúc dữ liệu & giải thuật, xử lý dữ liệu với Pandas, quản lý thời gian"
SV0467,"xem phim, trồng cây mini trong phòng, làm đồ handmade, vọc Python, nấu ăn healthy","viết nội dung marketing, hiểu mô hình ERP, quản trị nhân lực hiện đại, quản trị nông nghiệp và bền vững, kiểm thử bảo mật"
SV0468,"học kỹ năng nói trước đám đông, xem phân tích case startup, xem phim sci-fi, thiết kế poster, sưu tầm đồ công nghệ","viết truy vấn SQL, kế toán tài chính doanh nghiệp, xử lý dữ liệu với Pandas, giao dịch chứng khoán, quản trị nhân lực hiện đại"
SV0469,"thiền và yoga, chơi game, chạy bộ Strava, thể thao, tập vẽ tay","thiết kế trải nghiệm sự kiện, thiết kế truyền thông đa phương tiện, triển khai ứng dụng web, phát hiện lỗ hổng OWASP, phân tích hành vi người dùng"
SV0470,"nghe lo-fi khi code, xem phân tích case startup, âm nhạc, chơi game mô phỏng (SimCity, Factorio...), xem phim sci-fi","chạy quảng cáo cơ bản, xây dựng hệ thống an toàn thông tin doanh nghiệp, ứng dụng hệ thống CRM, viết tài liệu SRS, tạo báo cáo với Power BI"
SV0471,"follow các dev trên YouTube, chia sẻ kiến thức trên LinkedIn, xem video phân tích dữ liệu, luyện kỹ năng phản biện, vẽ giao diện app","xây dựng mô hình ML cơ bản, quản trị hệ thống Linux, tạo báo cáo với Power BI, xây dựng hệ thống hỗ trợ ra quyết định, vẽ quy trình BPMN"
SV0472,"nấu ăn, xem video TEDx, nghe nhạc indie, xem phân tích case startup, xem phim sci-fi","ứng dụng trí tuệ nhân tạo trong kinh doanh, làm việc với Git, lập kế hoạch thuế và khai thuế, mã hóa dữ liệu cơ bản, triển khai ứng dụng web"
SV0473,"chạy bộ Strava, làm video dạng slide ngắn, lập kế hoạch học tập, nấu ăn, chơi nhạc cụ","kiến trúc đô thị thông minh, ứng dụng trí tuệ nhân tạo trong kinh doanh, xây dựng hệ thống hỗ trợ ra quyết định, triển khai ứng dụng web, tạo dashboard KPI"
SV0474,"chia sẻ kiến thức trên LinkedIn, vẽ giao diện app, chơi game giải đố, follow fashion tech trends, quay Tiktok chia sẻ kiến thức","phân tích hành vi người dùng, kiểm thử bảo mật, quản lý đổi mới sáng tạo trong doanh nghiệp, phát hiện lỗ hổng OWASP, phân tích dữ liệu cho kinh doanh"
SV0475,"xem phim, vẽ digital art, xem video TEDx, làm video dạng slide ngắn, học nhảy trên YouTube","giao dịch chứng khoán, thiết kế trải nghiệm sự kiện, xây dựng mô hình ML cơ bản, xây dựng hệ thống an toàn thông tin doanh nghiệp, phân tích hành vi người dùng"
SV0476,"xây web cá nhân, chạy bộ Strava, thể thao, quay Tiktok chia sẻ kiến thức, tập vẽ tay","kiểm toán nội bộ và bên ngoài, tích hợp tài chính công nghệ (FinTech), quản lý quỹ đầu tư, triển khai ứng dụng web, phân tích hình ảnh và video trong truyền thông số"
SV0477,"quay Tiktok chia sẻ kiến thức, chơi game, nghe podcast UX/UI, viết báo cáo kỹ thuật, đọc sách self-help","vẽ quy trình BPMN, kế toán tài chính doanh nghiệp, quản trị nhân lực hiện đại, viết nội dung marketing, lập kế hoạch thuế và khai thuế"
SV0478,"thiết kế CV cá nhân đẹp, học ngoại ngữ mới, theo dõi các trang TechCrunch, Hacker News, xem video phân tích dữ liệu, xây web cá nhân","quản lý quỹ đầu tư, giao tiếp hiệu quả, phân tích hành vi người dùng, tư duy phản biện, mã hóa dữ liệu cơ bản"
SV0479,"tìm hiểu Blockchain, chơi Rubik, học nhảy trên YouTube, chia sẻ kiến thức trên LinkedIn, lập kế hoạch học tập","giao tiếp hiệu quả, phân tích dữ liệu cho kinh doanh, lập trình Python, viết truy vấn SQL, kiểm toán nội bộ và bên ngoài"
SV0480,"chia sẻ kiến thức trên LinkedIn, xem vlog du học ngành IT, tập gym, vọc Python, vẽ giao diện app","định giá tài sản, lập trình Java, quản lý đơn hàng, kiểm toán nội bộ và bên ngoài, phân tích dữ liệu định lượng"
SV0481,"viết content cho mạng xã hội, chia sẻ kiến thức trên LinkedIn, chụp ảnh sản phẩm, viết truyện ngắn, chơi nhạc cụ","quản lý logistics và chuỗi cung ứng, viết báo cáo, quản lý đơn hàng, phân tích dữ liệu cho kinh doanh, xây dựng hệ thống hỗ trợ ra quyết định"
SV0482,"tập vẽ tay, viết báo cáo kỹ thuật, chơi game, cắm trại, chơi nhạc cụ","tư duy phản biện, vận hành hệ thống thương mại điện tử, kiểm toán nội bộ và bên ngoài, kiểm thử bảo mật, lập kế hoạch thuế và khai thuế"
SV0483,"chơi Rubik, nấu ăn, xem phim sci-fi, du lịch, chơi game mô phỏng (SimCity, Factorio...)","tích hợp tài chính công nghệ (FinTech), quản lý gian hàng online, viết báo cáo, tư duy phản biện, chạy quảng cáo cơ bản"
SV0484,"chơi Rubik, chơi game mô phỏng (SimCity, Factorio...), xem phim sci-fi, xem video phân tích dữ liệu, theo dõi các trang TechCrunch, Hacker News","xây dựng hệ thống hỗ trợ ra quyết định, quản lý đổi mới sáng tạo trong doanh nghiệp, xây dựng mô hình học máy nâng cao, phân tích nghiệp vụ, giao tiếp hiệu quả"
SV0485,"học nhảy trên YouTube, follow các dev trên YouTube, theo dõi các trang TechCrunch, Hacker News, viết content cho mạng xã hội, đạp xe buổi chiều","thiết kế truyền thông đa phương tiện, quản trị hệ thống Linux, viết tài liệu SRS, kế toán tài chính doanh nghiệp, quản lý logistics và chuỗi cung ứng"
SV0486,"tìm hiểu AI, đọc sách self-help, du lịch, làm video dạng slide ngắn, viết content cho mạng xã hội","quản lý dự án sáng tạo, quản lý đổi mới sáng tạo trong doanh nghiệp, tạo dashboard KPI, viết nội dung marketing, lập trình Python"
SV0487,"học kỹ năng nói trước đám đông, viết content cho mạng xã hội, đọc sách self-help, thể thao, xem livestream hackathon","mã hóa dữ liệu cơ bản, hiểu mô hình ERP, kế toán tài chính doanh nghiệp, kiến trúc đô thị thông minh, xây dựng mô hình học máy nâng cao"
SV0488,"thể thao, đọc sách, du lịch, tìm hiểu Blockchain, vẽ tranh","mã hóa dữ liệu cơ bản, triển khai ứng dụng web, định giá tài sản, xây dựng mô hình học máy nâng cao, xây dựng mô hình ML cơ bản"
SV0489,"đọc sách self-help, quay Tiktok chia sẻ kiến thức, luyện kỹ năng phản biện, viết báo cáo kỹ thuật, vọc Python","quản lý mật khẩu an toàn, quản trị nông nghiệp và bền vững, trình bày báo cáo, quản lý dự án sáng tạo, mã hóa dữ liệu cơ bản"
SV0490,"xem phim sci-fi, xem livestream hackathon, học nhảy trên YouTube, nấu ăn, nghe lo-fi khi code","quản trị nhân lực hiện đại, phát hiện lỗ hổng OWASP, phân tích rủi ro tài chính, làm việc với Git, phân tích luật kinh tế và kinh doanh quốc tế"
SV0491,"follow fashion tech trends, tìm hiểu Blockchain, tham gia workshop chuyên ngành, nấu ăn, theo dõi các trang TechCrunch, Hacker News","kiểm thử bảo mật, kế toán tài chính doanh nghiệp, phân tích hành vi du lịch và giải trí, chạy quảng cáo cơ bản, vẽ quy trình BPMN"
SV0492,"viết nhật ký phát triển bản thân, viết blog cá nhân, thiết kế CV cá nhân đẹp, thiết kế poster, follow các dev trên YouTube","tư duy phản biện, viết truy vấn SQL, vẽ quy trình BPMN, tạo báo cáo với Power BI, phân tích luật kinh tế và kinh doanh quốc tế"
SV0493,"thiết kế poster, âm nhạc, viết báo cáo kỹ thuật, vọc Python, cắm trại","kiểm thử bảo mật, quản trị nhân lực hiện đại, hiểu cấu trúc dữ liệu & giải thuật, xây dựng mô hình học máy nâng cao, quản lý quỹ đầu tư"
SV0494,"vẽ giao diện app, chơi nhạc cụ, đọc sách, vẽ tranh, làm đồ handmade","tích hợp tài chính công nghệ (FinTech), vẽ quy trình BPMN, vẽ biểu đồ với Matplotlib, thiết kế truyền thông đa phương tiện, thiết kế trải nghiệm sự kiện"
SV0495,"quay Tiktok chia sẻ kiến thức, theo dõi các trang TechCrunch, Hacker News, thiết kế poster, viết truyện ngắn, tự học SQL","lập trình Python, phân tích luật kinh tế và kinh doanh quốc tế, phân tích dữ liệu cho kinh doanh, thiết kế truyền thông đa phương tiện, tư duy phản biện"
SV0496,"xem livestream hackathon, vẽ tranh tay, chia sẻ kiến thức trên LinkedIn, cắm trại, xây web cá nhân","quản lý đổi mới sáng tạo trong doanh nghiệp, quản lý mật khẩu an toàn, tự động hóa quy trình bằng điều khiển thông minh, viết báo cáo, ứng dụng hệ thống CRM"
SV0497,"xem phim, xây web cá nhân, chơi nhạc cụ, trồng cây mini trong phòng, vẽ digital art","phát hiện lỗ hổng OWASP, xây dựng hệ thống hỗ trợ ra quyết định, mã hóa dữ liệu cơ bản, quản trị hệ thống Linux, kiểm toán nội bộ và bên ngoài"
SV0498,"tham gia workshop chuyên ngành, luyện kỹ năng phản biện, vẽ giao diện app, xem video phân tích dữ liệu, viết báo cáo kỹ thuật","quản lý đơn hàng, xây dựng mô hình ML cơ bản, xây dựng hệ thống an toàn thông tin doanh nghiệp, quản lý đổi mới sáng tạo trong doanh nghiệp, làm việc nhóm"
SV0499,"thể thao, xem livestream hackathon, nấu ăn, đọc sách, viết báo cáo kỹ thuật","xử lý dữ liệu với Pandas, phân tích hành vi người dùng, xây dựng hệ thống an toàn thông tin doanh nghiệp, thiết kế truyền thông đa phương tiện, phân tích hành vi du lịch và giải trí"
SV0500,"xem video phân tích dữ liệu, trồng cây mini trong phòng, học kỹ năng nói trước đám đông, thiết kế CV cá nhân đẹp, đọc sách self-help","quản lý gian hàng online, hiểu mô hình ERP, viết truy vấn SQL, ứng dụng hệ thống CRM, hiểu cấu trúc dữ liệu & giải thuật"
SV0501,"vẽ giao diện app, du lịch, vẽ digital art, viết content cho mạng xã hội, theo dõi các trang TechCrunch, Hacker News","viết truy vấn SQL, xây dựng hệ thống an toàn thông tin doanh nghiệp, chạy quảng cáo cơ bản, giao tiếp hiệu quả, thiết kế UI/UX cho website"
SV0502,"nấu ăn healthy, follow fashion tech trends, lập kế hoạch học tập, xem livestream hackathon, xem phân tích case startup","xây dựng mô hình ML cơ bản, thiết kế UI/UX cho website, phân tích rủi ro tài chính, kiểm thử bảo mật, làm việc với Git"
SV0503,"thiết kế CV cá nhân đẹp, xây web cá nhân, vẽ tranh tay, thiết kế poster, học nhảy trên YouTube","viết nội dung marketing, tự động hóa quy trình bằng điều khiển thông minh, ứng dụng trí tuệ nhân tạo trong kinh doanh, làm việc với Git, làm việc nhóm"
SV0504,"xem livestream hackathon, xây web cá nhân, chạy thử chatbot, chơi Rubik, viết truyện ngắn","giao tiếp hiệu quả, quản lý mật khẩu an toàn, ứng dụng trí tuệ nhân tạo trong kinh doanh, trình bày báo cáo, phân tích log hệ thống"
SV0505,"luyện kỹ năng phản biện, học ngoại ngữ mới, lập kế hoạch học tập, chơi game mô phỏng (SimCity, Factorio...), tập vẽ tay","kiểm thử bảo mật, quản lý thời gian, phát hiện lỗ hổng OWASP, tạo báo cáo với Power BI, ứng dụng trí tuệ nhân tạo trong kinh doanh"
SV0506,"chia sẻ kiến thức trên LinkedIn, viết blog cá nhân, tìm hiểu Blockchain, âm nhạc, đạp xe buổi chiều","viết tài liệu SRS, ứng dụng trí tuệ nhân tạo trong kinh doanh, lập trình Python, thiết kế truyền thông đa phương tiện, xây dựng mô hình ML cơ bản"
SV0507,"chạy bộ Strava, tham gia workshop chuyên ngành, xem video TEDx, du lịch, chơi Rubik","quản lý dự án sáng tạo, tư duy phản biện, phân tích hành vi du lịch và giải trí, lập kế hoạch thuế và khai thuế, làm việc với Git"
SV0508,"chơi nhạc cụ, làm portfolio online, tìm hiểu AI, âm nhạc, du lịch","hiểu cấu trúc dữ liệu & giải thuật, tư duy phản biện, thiết kế UI/UX cho website, tạo dashboard KPI, giao dịch chứng khoán"
SV0509,"chơi nhạc cụ, theo dõi các trang TechCrunch, Hacker News, nấu ăn, xem phim, trồng cây mini trong phòng","thiết kế truyền thông đa phương tiện, thiết kế UI/UX cho website, phân tích dữ liệu cho kinh doanh, kiểm thử bảo mật, quản lý đổi mới sáng tạo trong doanh nghiệp"
SV0510,"tập gym, viết báo cáo kỹ thuật, trồng cây mini trong phòng, lập kế hoạch học tập, học kỹ năng nói trước đám đông","quản lý gian hàng online, thiết kế trải nghiệm sự kiện, quản lý mật khẩu an toàn, vận hành hệ thống thương mại điện tử, tư duy phản biện"
SV0511,"thiết kế poster, quay Tiktok chia sẻ kiến thức, học nhảy trên YouTube, chụp ảnh sản phẩm, vẽ giao diện app","viết truy vấn SQL, phân tích hình ảnh và video trong truyền thông số, xây dựng hệ thống hỗ trợ ra quyết định, mã hóa dữ liệu cơ bản, phân tích dữ liệu cho kinh doanh"
SV0512,"nghe nhạc indie, chơi game mô phỏng (SimCity, Factorio...), vẽ tranh, xem phim, viết blog cá nhân","kiểm toán nội bộ và bên ngoài, tư duy phản biện, xây dựng hệ thống hỗ trợ ra quyết định, định giá tài sản, ứng dụng hệ thống CRM"
SV0513,"học kỹ năng nói trước đám đông, chụp ảnh sản phẩm, xây web cá nhân, lập kế hoạch học tập, vẽ tranh","làm việc nhóm, viết nội dung marketing, làm việc với Git, hiểu cấu trúc dữ liệu & giải thuật, giao dịch chứng khoán"
SV0514,"thiết kế poster, trồng cây mini trong phòng, quay Tiktok chia sẻ kiến thức, tập gym, vọc Python","quản lý thời gian, phân tích hành vi người dùng, phân tích luật kinh tế và kinh doanh quốc tế, tạo báo cáo với Power BI, xây dựng mô hình ML cơ bản"
SV0515,"thiền và yoga, thử các quán cà phê mới, chạy thử chatbot, thể thao, xem livestream hackathon","lập trình Java, phân tích hình ảnh và video trong truyền thông số, kiến trúc đô thị thông minh, tạo báo cáo với Power BI, xây dựng mô hình học máy nâng cao"
SV0516,"chơi Rubik, xem phim sci-fi, thiền và yoga, nghe lo-fi khi code, vẽ giao diện app","mã hóa dữ liệu cơ bản, tạo báo cáo với Power BI, tư duy phản biện, giao tiếp hiệu quả, quản lý mật khẩu an toàn"
SV0517,"tham gia workshop chuyên ngành, xem vlog du học ngành IT, xem video phân tích dữ liệu, nghe nhạc indie, âm nhạc","thiết kế UI/UX cho website, quản lý quỹ đầu tư, phân tích hành vi người dùng, làm việc nhóm, lập trình Java"
SV0518,"thiết kế CV cá nhân đẹp, trồng cây mini trong phòng, tìm hiểu Blockchain, chơi game mô phỏng (SimCity, Factorio...), quay Tiktok chia sẻ kiến thức","thiết kế UI/UX cho website, vẽ biểu đồ với Matplotlib, xây dựng hệ thống an toàn thông tin doanh nghiệp, thực hành CTF cơ bản, trình bày báo cáo"
SV0519,"nghe nhạc indie, nghe lo-fi khi code, xem video phân tích dữ liệu, làm video dạng slide ngắn, học ngoại ngữ mới","kiến trúc đô thị thông minh, triển khai ứng dụng web, viết truy vấn SQL, xây dựng hệ thống an toàn thông tin doanh nghiệp, quản lý logistics và chuỗi cung ứng"
SV0520,"thiết kế poster, follow các dev trên YouTube, xem video phân tích dữ liệu, chạy thử chatbot, nấu ăn","lập trình Java, phân tích log hệ thống, vận hành hệ thống thương mại điện tử, chạy quảng cáo cơ bản, kiến trúc đô thị thông minh"
SV0521,"đọc sách self-help, tìm hiểu AI, follow fashion tech trends, nghe lo-fi khi code, học kỹ năng nói trước đám đông","thực hành CTF cơ bản, giao tiếp hiệu quả, quản lý logistics và chuỗi cung ứng, phân tích log hệ thống, quản lý gian hàng online"
SV0522,"tự học SQL, đọc sách, follow fashion tech trends, chạy bộ Strava, luyện kỹ năng phản biện","phân tích rủi ro tài chính, kiểm thử bảo mật, phân tích nghiệp vụ, làm việc với Git, mã hóa dữ liệu cơ bản"
SV0523,"viết content cho mạng xã hội, thử các quán cà phê mới, du lịch, chơi nhạc cụ, thiết kế poster","lập trình Python, tự động hóa quy trình bằng điều khiển thông minh, hiểu cấu trúc dữ liệu & giải thuật, chạy quảng cáo cơ bản, vẽ biểu đồ với Matplotlib"
SV0524,"vẽ giao diện app, chơi game mô phỏng (SimCity, Factorio...), đạp xe buổi chiều, đọc sách self-help, chia sẻ kiến thức trên LinkedIn","vận hành hệ thống thương mại điện tử, tích hợp tài chính công nghệ (FinTech), phân tích hành vi du lịch và giải trí, tạo báo cáo với Power BI, tư duy phản biện"
SV0525,"follow các dev trên YouTube, viết báo cáo kỹ thuật, học ngoại ngữ mới, luyện kỹ năng phản biện, thử các quán cà phê mới","viết báo cáo, phân tích dữ liệu cho kinh doanh, làm việc với Git, lập trình Python, xử lý dữ liệu với Pandas"
SV0526,"chia sẻ kiến thức trên LinkedIn, tìm hiểu Blockchain, xem phim sci-fi, đạp xe buổi chiều, thiết kế poster","thiết kế truyền thông đa phương tiện, tích hợp tài chính công nghệ (FinTech), phát hiện lỗ hổng OWASP, viết nội dung marketing, làm việc nhóm"
SV0527,"xem livestream hackathon, học nhảy trên YouTube, vẽ tranh tay, chạy thử chatbot, tự học SQL","quản lý logistics và chuỗi cung ứng, phân tích rủi ro tài chính, vẽ quy trình BPMN, ứng dụng hệ thống CRM, làm việc nhóm"
SV0528,"chơi game, xem phân tích case startup, nghe nhạc indie, xem phim, vọc Python","hiểu mô hình ERP, thiết kế UI/UX cho website, xây dựng mô hình ML cơ bản, vận hành hệ thống thương mại điện tử, ứng dụng hệ thống CRM"
SV0529,"viết content cho mạng xã hội, viết nhật ký phát triển bản thân, chạy thử chatbot, thiết kế poster, sưu tầm đồ công nghệ","tích hợp tài chính công nghệ (FinTech), vẽ biểu đồ với Matplotlib, phân tích hành vi người dùng, quản lý dự án sáng tạo, quản lý gian hàng online"
SV0530,"học nhảy trên YouTube, xem phân tích case startup, viết blog cá nhân, viết báo cáo kỹ thuật, đạp xe buổi chiều","tạo dashboard KPI, tích hợp tài chính công nghệ (FinTech), làm việc với Git, phân tích rủi ro tài chính, kiến trúc đô thị thông minh"
SV0531,"nghe podcast UX/UI, du lịch, vẽ tranh tay, xem video phân tích dữ liệu, thử các quán cà phê mới","viết truy vấn SQL, xử lý dữ liệu với Pandas, viết nội dung marketing, vẽ biểu đồ với Matplotlib, phân tích nghiệp vụ"
SV0532,"chụp ảnh sản phẩm, lập kế hoạch học tập, chơi Rubik, vẽ tranh, chơi game","thiết kế UI/UX cho website, phân tích log hệ thống, phân tích dữ liệu cho kinh doanh, vận hành hệ thống thương mại điện tử, trình bày báo cáo"
SV0533,"tập gym, chạy thử chatbot, vẽ digital art, tìm hiểu Blockchain, làm video dạng slide ngắn","thực hành CTF cơ bản, chạy quảng cáo cơ bản, hiểu cấu trúc dữ liệu & giải thuật, quản lý thời gian, vẽ quy trình BPMN"
SV0534,"follow các dev trên YouTube, nghe nhạc indie, nghe lo-fi khi code, xem phim sci-fi, thử dựng infographic","xây dựng mô hình ML cơ bản, phân tích nghiệp vụ, vận hành hệ thống thương mại điện tử, xây dựng hệ thống an toàn thông tin doanh nghiệp, kiểm thử bảo mật"
SV0535,"thử các quán cà phê mới, âm nhạc, xem phim sci-fi, trồng cây mini trong phòng, chơi game mô phỏng (SimCity, Factorio...)","quản lý thời gian, giao dịch chứng khoán, viết báo cáo, thiết kế truyền thông đa phương tiện, kiến trúc đô thị thông minh"
SV0536,"thiết kế CV cá nhân đẹp, chơi Rubik, làm video dạng slide ngắn, làm đồ handmade, chơi game","kiểm thử bảo mật, quản trị nhân lực hiện đại, tích hợp tài chính công nghệ (FinTech), quản trị nông nghiệp và bền vững, xây dựng mô hình ML cơ bản"
SV0537,"vẽ tranh tay, vẽ tranh, nấu ăn, xem livestream hackathon, xem phân tích case startup","quản trị hệ thống Linux, xử lý dữ liệu với Pandas, ứng dụng hệ thống CRM, vẽ quy trình BPMN, ứng dụng trí tuệ nhân tạo trong kinh doanh"
SV0538,"vọc Python, theo dõi các trang TechCrunch, Hacker News, học kỹ năng nói trước đám đông, viết content cho mạng xã hội, nghe podcast UX/UI","phân tích luật kinh tế và kinh doanh quốc tế, quản lý đổi mới sáng tạo trong doanh nghiệp, quản trị nhân lực hiện đại, thiết kế trải nghiệm sự kiện, quản lý dự án sáng tạo"
SV0539,"thiết kế poster, chạy thử chatbot, tìm hiểu Blockchain, thử các quán cà phê mới, tham gia workshop chuyên ngành","xây dựng mô hình học máy nâng cao, quản trị hệ thống Linux, tích hợp tài chính công nghệ (FinTech), phân tích log hệ thống, thiết kế trải nghiệm sự kiện"
SV0540,"học ngoại ngữ mới, follow fashion tech trends, tìm hiểu AI, xem phân tích case startup, xem phim sci-fi","quản lý dự án sáng tạo, chạy quảng cáo cơ bản, lập kế hoạch thuế và khai thuế, tạo dashboard KPI, xử lý dữ liệu với Pandas"
SV0541,"quay Tiktok chia sẻ kiến thức, nấu ăn healthy, viết blog cá nhân, vẽ tranh tay, chụp ảnh sản phẩm","kiến trúc đô thị thông minh, tự động hóa quy trình bằng điều khiển thông minh, phát hiện lỗ hổng OWASP, lập kế hoạch thuế và khai thuế, thực hành CTF cơ bản"
SV0542,"vẽ tranh, làm video dạng slide ngắn, viết báo cáo kỹ thuật, thiền và yoga, chạy bộ Strava","hiểu cấu trúc dữ liệu & giải thuật, trình bày báo cáo, làm việc với Git, giao tiếp hiệu quả, quản lý gian hàng online"
SV0543,"sưu tầm đồ công nghệ, vẽ tranh, viết content cho mạng xã hội, nghe podcast UX/UI, học ngoại ngữ mới","thiết kế truyền thông đa phương tiện, quản lý thời gian, quản lý đổi mới sáng tạo trong doanh nghiệp, vẽ quy trình BPMN, định giá tài sản"
SV0544,"tập vẽ tay, vẽ digital art, luyện kỹ năng phản biện, xem livestream hackathon, học kỹ năng nói trước đám đông","ứng dụng trí tuệ nhân tạo trong kinh doanh, mã hóa dữ liệu cơ bản, tự động hóa quy trình bằng điều khiển thông minh, lập kế hoạch thuế và khai thuế, thiết kế truyền thông đa phương tiện"
SV0545,"cắm trại, tham gia workshop chuyên ngành, xem phim, thiết kế poster, tự học SQL","quản lý đổi mới sáng tạo trong doanh nghiệp, kiến trúc đô thị thông minh, trình bày báo cáo, quản lý quỹ đầu tư, lập kế hoạch thuế và khai thuế"
SV0546,"vẽ tranh, quay Tiktok chia sẻ kiến thức, vẽ giao diện app, xem livestream hackathon, nghe lo-fi khi code","hiểu mô hình ERP, triển khai ứng dụng web, tích hợp tài chính công nghệ (FinTech), quản trị nông nghiệp và bền vững, thiết kế UI/UX cho website"
SV0547,"nấu ăn healthy, sưu tầm đồ công nghệ, vẽ digital art, trồng cây mini trong phòng, thiền và yoga","quản lý thời gian, hiểu cấu trúc dữ liệu & giải thuật, xây dựng mô hình học máy nâng cao, kiểm toán nội bộ và bên ngoài, quản trị nhân lực hiện đại"
SV0548,"chơi game, xem phim, xem vlog du học ngành IT, vẽ tranh, thử dựng infographic","tích hợp tài chính công nghệ (FinTech), thiết kế UI/UX cho website, viết báo cáo, tư duy phản biện, lập kế hoạch thuế và khai thuế"
SV0549,"tự học SQL, viết báo cáo kỹ thuật, xem livestream hackathon, chụp ảnh sản phẩm, học kỹ năng nói trước đám đông","làm việc nhóm, vận hành hệ thống thương mại điện tử, xây dựng mô hình ML cơ bản, kiểm toán nội bộ và bên ngoài, triển khai ứng dụng web"
SV0550,"làm đồ handmade, chơi Rubik, đọc sách, nấu ăn healthy, thể thao","kiểm toán nội bộ và bên ngoài, trình bày báo cáo, phát hiện lỗ hổng OWASP, mã hóa dữ liệu cơ bản, thiết kế trải nghiệm sự kiện"
SV0551,"theo dõi các trang TechCrunch, Hacker News, tập vẽ tay, thử các quán cà phê mới, vẽ tranh tay, quay Tiktok chia sẻ kiến thức","quản lý logistics và chuỗi cung ứng, trình bày báo cáo, thiết kế truyền thông đa phương tiện, quản trị nông nghiệp và bền vững, xây dựng hệ thống an toàn thông tin doanh nghiệp"
SV0552,"tìm hiểu Blockchain, chạy bộ Strava, viết content cho mạng xã hội, chơi nhạc cụ, tìm hiểu AI","làm việc với Git, xây dựng hệ thống an toàn thông tin doanh nghiệp, xây dựng mô hình ML cơ bản, làm việc nhóm, giao tiếp hiệu quả"
